wals_code,iso_code,glottocode,name,latitude,longitude,genus,family,macroarea,countrycodes,3A  Consonant-Vowel Ratio,13A Tone,26A Prefixing vs. Suffixing in Inflectional Morphology,30A Number of Genders,31A Sex-based and Non-sex-based Gender Systems,33A Coding of Nominal Plurality,45A Politeness Distinctions in Pronouns,49A Number of Cases,51A Position of Case Affixes,53A Ordinal Numerals,57A Position of Pronominal Possessive Affixes,67A The Future Tense,68A The Perfect,"81A Order of Subject, Object and Verb",92A Position of Polar Question Particles
txj,too,xico1235,Totonac (Xicotepec de Juárez),20.41666667,-97.83333333,Totonacan,Totonacan,North America,MX,,,4 Equal prefixing and suffixing,,,,,,,"4 One-th, two-th, three-th",1 Possessive prefixes,,,2 SVO,1 Initial
tye,woa,tyar1236,Tyeraity,-13,130.3333333,Northern Daly,Northern Daly,Australia,AU,,,,,,,,,,,,,,1 SOV,
tza,tzh,tzel1254,Tzeltal (Aguacatenango),16.41666667,-92.5,Mayan,Mayan,North America,MX,4 Moderately high,1 No tones,,,,,,,,,,,,,
tzb,tzb,tzel1255,Tzeltal (Bachajón),16.91666667,-92,Mayan,Mayan,North America,MX,,,,,,,,,,,,,,,
tze,tzb,tzel1253,Tzeltal,16.83333333,-92.25,Mayan,Mayan,North America,MX,,,,,,,,,,,,,,,
tzi,tss,taiw1241,Taiwanese Sign Language (Ziran Shouyu),24,121,Sign Languages,other,Papunesia,TW,,,,,,,,,,,,,,,
tzo,tzc,tzot1262,Tzotzil,16.5,-92.66666667,Mayan,Mayan,North America,MX,,,4 Equal prefixing and suffixing,,,2 Plural suffix,,,,"6 First, two-th, three-th",1 Possessive prefixes,,,4 VOS,1 Initial
tzs,tzs,tzot1260,Tzotzil (San Andrés),17,-92.83333333,Mayan,Mayan,North America,MX,,,,,,,,,,,,,,,
tzt,tzh,tzel1254,Tzeltal (Tenejapa),16.66666667,-92.33333333,Mayan,Mayan,North America,MX,,,,,,,,,,,,,,,
tzu,tzt,cakc1244,Tzutujil,14.66666667,-91.33333333,Mayan,Mayan,North America,GT,,,6 Strong prefixing,,,7 Plural word,,,9 No case affixes or adpositional clitics,,1 Possessive prefixes,,,7 No dominant order,1 Initial
tzz,tzz,tzot1264,Tzotzil (Zinacantán),16.83333333,-92.83333333,Mayan,Mayan,North America,MX,,,,,,,,,,,,,,,
uby,uby,ubyk1235,Ubykh,43.66666667,39.66666667,Northwest Caucasian,Northwest Caucasian,Eurasia,RU TR,,,4 Equal prefixing and suffixing,,,2 Plural suffix,,,6 Postpositional clitics,,1 Possessive prefixes,,,1 SOV,6 No question particle
udh,ude,udih1248,Udihe,47.66666667,136.25,Tungusic,Altaic,Eurasia,RU,,,,,,,,7 8-9 cases,,,,,,1 SOV,6 No question particle
udi,udi,udii1243,Udi,41,48,Lezgic,Nakh-Daghestanian,Eurasia,AZ,,,2 Strongly suffixing,,,2 Plural suffix,,,1 Case suffixes,,4 No possessive affixes,,,1 SOV,
udm,udm,udmu1245,Udmurt,57.5,52.5,Permic,Uralic,Eurasia,RU,,,2 Strongly suffixing,,,2 Plural suffix,,8 10 or more cases,1 Case suffixes,,2 Possessive suffixes,1 Inflectional future exists,3 Other perfect,1 SOV,
ugs,ugn,ugan1238,Ugandan Sign Language,1,32.5,Sign Languages,other,Africa,UG,,,,,,,,,,,,,,,
uhi,urf,atam1239,Uradhi,-11.91666667,142.4166667,Northern Pama-Nyungan,Pama-Nyungan,Australia,AU,,,2 Strongly suffixing,1 None,1 No gender,,,,1 Case suffixes,,4 No possessive affixes,,,1 SOV,
ukr,ukr,ukra1253,Ukrainian,49,33,Slavic,Indo-European,Eurasia,UA,,,2 Strongly suffixing,3 Three,2 Sex-based,2 Plural suffix,,,1 Case suffixes,"7 First, second, three-th",4 No possessive affixes,,,2 SVO,1 Initial
uku,kuu,uppe1438,Upper Kuskokwim,63,-157,Athapaskan,Na-Dene,North America,US,,,,,,,,,,,,,,,
ulc,ulc,ulch1241,Ulcha,52.25,140.3333333,Tungusic,Altaic,Eurasia,RU,,,,,,,,,,,,,,,
uld,udl,wuzl1236,Uldeme,10.95,14.11666667,Biu-Mandara,Afro-Asiatic,Africa,CM,,,6 Strong prefixing,,,7 Plural word,,,9 No case affixes or adpositional clitics,,,,,2 SVO,2 Final
uli,uli,ulit1238,Ulithian,9.916666667,139.5833333,Oceanic,Austronesian,Papunesia,FM,,,1 Little affixation,,,,,,9 No case affixes or adpositional clitics,,2 Possessive suffixes,,,2 SVO,6 No question particle
uma,ppk,umaa1242,Uma,-1.833333333,120,Celebic,Austronesian,Papunesia,ID,,,,,,,,,,,,,,,
umb,umb,umbu1257,UMbundu,-12.5,15,Bantoid,Niger-Congo,Africa,AO,3 Average,2 Simple tone system,,,,,,,,,,,,,
ump,ump,umpi1239,Umpila,-13.5,143.5,Northern Pama-Nyungan,Pama-Nyungan,Australia,AU,,,,,,,,,,,,,,,
umu,cbd,cari1279,Umaua,1,-72,Cariban,Cariban,South America,CO,,,,,,,,,,,,,,,
una,mtg,unaa1239,Una,-4.666666667,140,Mek,Trans-New Guinea,Papunesia,ID,2 Moderately low,2 Simple tone system,2 Strongly suffixing,1 None,1 No gender,,,1 No morphological case-marking,9 No case affixes or adpositional clitics,"4 One-th, two-th, three-th",1 Possessive prefixes,,,1 SOV,6 No question particle
ung,ung,ngar1284,Ungarinjin,-16.33333333,126,Worrorran,Worrorran,Australia,AU,3 Average,1 No tones,1 Little affixation,,,5 Plural complete reduplication,,7 8-9 cases,6 Postpositional clitics,,3 Prefixes and suffixes,,,5 OVS,
unm,unm,unam1242,Unami,40,-75.16666667,Algonquian,Algic,North America,US,,,,,,,,,,,,,,,
ura,uur,urav1235,Ura,-18.66666667,169.0833333,Oceanic,Austronesian,Papunesia,VU,,,,,,7 Plural word,1 No politeness distinction,,,,,,,2 SVO,
urd,urd,urdu1245,Urdu,25,67,Indic,Indo-European,Eurasia,PK,,,2 Strongly suffixing,,,2 Plural suffix,3 Multiple politeness distinctions,2 2 cases,9 No case affixes or adpositional clitics,,,,,1 SOV,1 Initial
urh,urh,urho1239,Urhobo,5.583333333,6,Edoid,Niger-Congo,Africa,NG,,,,,,,,,,,,,,,
uri,uri,urim1252,Urim,-3.583333333,142.6666667,Urim,Torricelli,Papunesia,PG,,,,,,,,,,,,,,,
urk,urb,urub1250,Urubú-Kaapor,-2.333333333,-46.5,Tupi-Guaraní,Tupian,South America,BR,2 Moderately low,1 No tones,5 Weakly prefixing,1 None,1 No gender,2 Plural suffix,,1 No morphological case-marking,,,1 Possessive prefixes,,,1 SOV,2 Final
url,urk,urak1238,Urak Lawoi',8,98.33333333,Malayo-Sumbawan,Austronesian,Eurasia,TH,,,1 Little affixation,,,9 No plural,,,9 No case affixes or adpositional clitics,,4 No possessive affixes,,,2 SVO,2 Final
urm,uum,urum1249,Urum,47.11666667,37.55,Turkic,Altaic,Eurasia,GE UA,,,,,,,,,,,,,,,
urn,ura,urar1246,Urarina,-4.5,-75.5,Urarina,Urarina,South America,PE,,,2 Strongly suffixing,,,2 Plural suffix,,,9 No case affixes or adpositional clitics,,,,,5 OVS,
urt,urt,urat1244,Urat,-3.666666667,142.8333333,Wapei-Palei,Torricelli,Papunesia,PG,,,1 Little affixation,,,7 Plural word,,,9 No case affixes or adpositional clitics,,4 No possessive affixes,,,2 SVO,2 Final
uru,ure,uruu1244,Uru,-16.75,-69,Uru-Chipaya,Uru-Chipaya,South America,BO,,,,,,,,,1 Case suffixes,,,,,,
usa,wnu,usan1239,Usan,-4.833333333,145.1666667,Madang,Trans-New Guinea,Papunesia,PG,2 Moderately low,1 No tones,,1 None,1 No gender,,,9 Exclusively borderline case-marking,,8 Various,,,,1 SOV,6 No question particle
usl,uks,urub1243,Urubú Sign Language,-2.333333333,-46,Sign Languages,other,South America,BR,,,,,,,,,,,,,,,
usr,usa,usar1243,Usarufa,-6.416666667,145.5833333,Eastern Highlands,Trans-New Guinea,Papunesia,PG,,,3 Weakly suffixing,,,2 Plural suffix,,,1 Case suffixes,,3 Prefixes and suffixes,,,1 SOV,6 No question particle
ute,ute,utes1238,Ute,39,-109,Numic,Uto-Aztecan,North America,US,,,2 Strongly suffixing,,,2 Plural suffix,,,1 Case suffixes,"7 First, second, three-th",2 Possessive suffixes,,,7 No dominant order,3 Second position
uyg,uig,uigh1240,Uyghur,40,80,Turkic,Altaic,Eurasia,CN,,,2 Strongly suffixing,,,2 Plural suffix,,,1 Case suffixes,"4 One-th, two-th, three-th",2 Possessive suffixes,2 No inflectional future,3 Other perfect,1 SOV,
uzb,uzs,uzbe1247,Uzbek,39,66,Turkic,Altaic,Eurasia,AF UZ,,,2 Strongly suffixing,1 None,1 No gender,2 Plural suffix,,,1 Case suffixes,"4 One-th, two-th, three-th",2 Possessive suffixes,,,1 SOV,6 No question particle
uzn,uzn,nort2690,Uzbek (Northern),40.66666667,66.5,Turkic,Altaic,Eurasia,UZ,3 Average,1 No tones,,,,,,,,,,,,,
vaf,vaf,vafs1240,Vafsi,34.66666667,49.91666667,Iranian,Indo-European,Eurasia,IR,,,,,,,,,,,,,,,
vag,vag,vagl1239,Vagla,9.416666667,-2.416666667,Gur,Niger-Congo,Africa,GH,,,,,,,,,,,,,,,
vai,vai,vaii1241,Vai,6.916666667,-11.25,Western Mande,Mande,Africa,SL LR,,,1 Little affixation,,,7 Plural word,,,9 No case affixes or adpositional clitics,,4 No possessive affixes,,,1 SOV,
vas,vas,vasa1239,Vasavi,24.5,71.5,Indic,Indo-European,Eurasia,IN,,,,,,,,,,,,,,,
vat,dic,lako1244,Vata,5.833333333,-5.416666667,Kru,Niger-Congo,Africa,CI,,,,,,,,,,,,,,,
ved,ved,vedd1240,Vedda,7,81,Indic,Indo-European,Eurasia,LK,,,,,,,,,,,,,,,
ven,ven,vend1245,Venda,-22,30,Bantoid,Niger-Congo,Africa,ZW ZA,,,,,,,,,,,,,,2 SVO,
vep,vep,veps1250,Veps,60,35,Finnic,Uralic,Eurasia,RU,,,,,,,,,,"7 First, second, three-th",,,,,
vie,vie,viet1252,Vietnamese,10.5,106.5,Viet-Muong,Austro-Asiatic,Eurasia,VN,1 Low,3 Complex tone system,1 Little affixation,1 None,1 No gender,7 Plural word,4 Pronouns avoided for politeness,1 No morphological case-marking,9 No case affixes or adpositional clitics,8 Various,4 No possessive affixes,2 No inflectional future,3 Other perfect,2 SVO,2 Final
vif,vif,vili1238,Vili,-5.5,14,Bantoid,Niger-Congo,Africa,GA CG,,,,,,,,,,,,,,,
vka,vka,kari1304,Kariera,-20.5,118.5,Western Pama-Nyungan,Pama-Nyungan,Australia,AU,,,,,,,,,,,,,,,
vla,bvs,vlaa1235,Vlaamse Gebarentaal,51,4,Sign Languages,other,Eurasia,BE,,,,,,,,,,,,,,,
vnm,vnm,vinm1237,Vinmavis,-16.16666667,167.4166667,Oceanic,Austronesian,Papunesia,VU,,,,,,7 Plural word,,,,,2 Possessive suffixes,,,2 SVO,6 No question particle
vot,vot,voti1245,Votic,59.5,30,Finnic,Uralic,Eurasia,RU,,,,,,,,,,"7 First, second, three-th",,,,,
wag,waq,wage1238,Wagiman,-14,131.25,Wagiman,Wagiman,Australia,AU,,,4 Equal prefixing and suffixing,,,,,,1 Case suffixes,,,,,1 SOV,
wah,whg,wahg1249,Wahgi,-5.833333333,144.7166667,Chimbu,Trans-New Guinea,Papunesia,PG,3 Average,2 Simple tone system,2 Strongly suffixing,,,9 No plural,,,1 Case suffixes,,2 Possessive suffixes,,,1 SOV,2 Final
wai,waw,waiw1244,Wai Wai,1,-59,Cariban,Cariban,South America,BR GY,,,,,,,,,,,,,,7 No dominant order,
wak,wbl,wakh1245,Wakhi,36.5,72,Iranian,Indo-European,Eurasia,AF PK TJ,,,2 Strongly suffixing,,,2 Plural suffix,,,1 Case suffixes,,4 No possessive affixes,,,1 SOV,6 No question particle
wal,van,valm1241,Walman,-3.216666667,142.5,Wapei-Palei,Torricelli,Papunesia,PG,,,5 Weakly prefixing,,,2 Plural suffix,,,9 No case affixes or adpositional clitics,,4 No possessive affixes,,,2 SVO,2 Final
wam,wmb,wamb1258,Wambaya,-18.66666667,135.75,Wambayan,Mirndi,Australia,AU,4 Moderately high,1 No tones,2 Strongly suffixing,4 Four,2 Sex-based,,1 No politeness distinction,7 8-9 cases,1 Case suffixes,,,,,7 No dominant order,
wan,nbx,ngur1261,Wangkumara,-27.33333333,143,Central Pama-Nyungan,Pama-Nyungan,Australia,AU,,,,,,,,,1 Case suffixes,,,,,7 No dominant order,
wao,auc,waor1240,Waorani,-1,-76.5,Waorani,Waorani,South America,EC,2 Moderately low,1 No tones,2 Strongly suffixing,,,2 Plural suffix,,,,,4 No possessive affixes,,,1 SOV,6 No question particle
wap,wao,wapp1239,Wappo,38.5,-122.5,Wappo,Wappo-Yukian,North America,US,4 Moderately high,1 No tones,2 Strongly suffixing,,,2 Plural suffix,,,1 Case suffixes,,1 Possessive prefixes,,,1 SOV,6 No question particle
war,pav,wari1268,Wari',-11.33333333,-65,Chapacura-Wanham,Chapacura-Wanham,South America,BR,2 Moderately low,1 No tones,1 Little affixation,3 Three,2 Sex-based,7 Plural word,1 No politeness distinction,1 No morphological case-marking,9 No case affixes or adpositional clitics,1 None,2 Possessive suffixes,2 No inflectional future,4 No perfect,4 VOS,6 No question particle
was,was,wash1253,Washo,39.25,-120,Washo,Washo,North America,US,,,3 Weakly suffixing,,,,,9 Exclusively borderline case-marking,1 Case suffixes,,1 Possessive prefixes,,,1 SOV,2 Final
wat,wbv,waja1257,Watjarri,-26,117.5,Western Pama-Nyungan,Pama-Nyungan,Australia,AU,,,2 Strongly suffixing,1 None,1 No gender,,,,6 Postpositional clitics,,2 Possessive suffixes,,,,
wau,noa,woun1238,Waunana,4,-77,Choco,Choco,South America,CO PA,,,2 Strongly suffixing,,,2 Plural suffix,,,1 Case suffixes,,,,,,
way,oym,waya1270,Wayampi,1,-52,Tupi-Guaraní,Tupian,South America,BR,,,,,,,,,,,1 Possessive prefixes,,,1 SOV,3 Second position
wbn,wms,wamb1259,Wambon,-5.5,140.4166667,Awju-Dumut,Trans-New Guinea,Papunesia,ID,,,2 Strongly suffixing,,,2 Plural suffix,,,6 Postpositional clitics,,1 Possessive prefixes,,,1 SOV,
wbt,wbt,wanm1242,Wanman,-22,123,Western Pama-Nyungan,Pama-Nyungan,Australia,AU,,,,,,,,,,,,,,,
wch,mzh,wich1264,Wichí,-22.5,-62.58333333,Matacoan,Matacoan,South America,BO AR,3 Average,1 No tones,4 Equal prefixing and suffixing,,,2 Plural suffix,1 No politeness distinction,1 No morphological case-marking,9 No case affixes or adpositional clitics,,1 Possessive prefixes,1 Inflectional future exists,4 No perfect,2 SVO,1 Initial
wdo,,pitj1243,Western Desert (Ooldea),-30.5,132,Western Pama-Nyungan,Pama-Nyungan,,AU,4 Moderately high,1 No tones,,,,,,,,,,,,,
wec,cym,wels1247,Welsh (Colloquial),52.75,-3.5833,Celtic,Indo-European,Eurasia,GB,,,,,,,,,,,,,,3 VSO,
wed,wed,weda1241,Wedau,-10.16666667,150.1666667,Oceanic,Austronesian,Papunesia,PG,,,3 Weakly suffixing,,,1 Plural prefix,,,1 Case suffixes,,2 Possessive suffixes,,,1 SOV,
wel,cym,wels1247,Welsh,52,-3,Celtic,Indo-European,Eurasia,GB,,,2 Strongly suffixing,,,2 Plural suffix,2 Binary politeness distinction,1 No morphological case-marking,9 No case affixes or adpositional clitics,"7 First, second, three-th",,,,3 VSO,1 Initial
wem,,west2443,Wembawemba,-35.33333333,144,Southeastern Pama-Nyungan,Pama-Nyungan,,AU,,,2 Strongly suffixing,,,,,,1 Case suffixes,,2 Possessive suffixes,,,4 VOS,6 No question particle
wer,wer,weri1253,Weri,-7.75,146.9166667,Goilalan,Trans-New Guinea,Papunesia,PG,,,,,,,,,,,,,,,
wet,lex,luan1263,Wetan,-8.166666667,128,Central Malayo-Polynesian,Austronesian,Papunesia,ID,,,,,,,,,,,,,,,
wgg,wgg,wang1290,Wangkangurru,-27,137,Central Pama-Nyungan,Pama-Nyungan,Australia,AU,,,,,,,,,,,,,,,
wgl,wbk,waig1243,Waigali,35,71.25,Nuristani,Indo-European,Eurasia,AF,,,,,,,,,,,,,,,
wgu,wrg,waru1264,Warrongo,-18,145,Northern Pama-Nyungan,Pama-Nyungan,Australia,AU,,,,,,,,,,,,,,,
wic,wic,wich1260,Wichita,33.33333333,-97.33333333,Caddoan,Caddoan,North America,US,3 Average,1 No tones,5 Weakly prefixing,1 None,1 No gender,9 No plural,1 No politeness distinction,9 Exclusively borderline case-marking,1 Case suffixes,,1 Possessive prefixes,1 Inflectional future exists,4 No perfect,7 No dominant order,
wik,yok,yoku1256,Wikchamni,36.41666667,-119.0833333,Yokuts,Penutian,North America,US,,,2 Strongly suffixing,,,2 Plural suffix,,,1 Case suffixes,,4 No possessive affixes,,,7 No dominant order,1 Initial
win,wit,wint1259,Wintu,41,-122.5,Wintuan,Penutian,North America,US,4 Moderately high,1 No tones,2 Strongly suffixing,,,,,4 4 cases,1 Case suffixes,,4 No possessive affixes,,,7 No dominant order,
wir,wiw,wira1265,Wirangu,-32,134,Central Pama-Nyungan,Pama-Nyungan,Australia,AU,,,,,,9 No plural,,,6 Postpositional clitics,,4 No possessive affixes,,,,
wiy,wiy,wiyo1248,Wiyot,40.83333333,-124.1666667,Wiyot,Algic,North America,US,4 Moderately high,1 No tones,2 Strongly suffixing,,,9 No plural,,,1 Case suffixes,,1 Possessive prefixes,,,7 No dominant order,3 Second position
wkw,wkw,waka1274,Wagawaga,-26.5,152.5,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,AU,,,,,,,,,,,,,,,
wlf,wol,nucl1347,Wolof,15.25,-16,Northern Atlantic,Niger-Congo,Africa,SN GM,3 Average,1 No tones,1 Little affixation,,,6 Mixed morphological plural,,,9 No case affixes or adpositional clitics,"6 First, two-th, three-th",2 Possessive suffixes,2 No inflectional future,3 Other perfect,2 SVO,1 Initial
wll,wls,wall1257,Wallisian,-13.3,-176.2,Oceanic,Austronesian,Papunesia,WF,,,,,,,,,,,,,,,
wlm,wmt,walm1241,Walmatjari,-19.5,125.75,Western Pama-Nyungan,Pama-Nyungan,Australia,AU,,,,,,,,,,,,,,,
wlo,wlo,woli1241,Wolio,-5.5,122.75,Celebic,Austronesian,Papunesia,ID,,,4 Equal prefixing and suffixing,,,7 Plural word,,,9 No case affixes or adpositional clitics,,2 Possessive suffixes,,,3 VSO,
wlw,wrb,warl1256,Warluwara,-22,138.5,Western Pama-Nyungan,Pama-Nyungan,Australia,AU,,,,,,,,,,,,,,1 SOV,
wly,wal,wola1242,Wolaytta,6.833333333,37.75,North Omotic,Afro-Asiatic,Africa,ET,,,2 Strongly suffixing,,,2 Plural suffix,,,1 Case suffixes,"6 First, two-th, three-th",4 No possessive affixes,1 Inflectional future exists,4 No perfect,1 SOV,6 No question particle
wma,mqs,west2600,West Makian,0.5,127.5833333,North Halmaheran,West Papuan,Papunesia,ID,3 Average,1 No tones,6 Strong prefixing,,,,,,9 No case affixes or adpositional clitics,,1 Possessive prefixes,,,2 SVO,6 No question particle
wme,wme,wamb1257,Wambule,29.25,85.91666667,Mahakiranti,Sino-Tibetan,Eurasia,NP,,,,,,7 Plural word,,,6 Postpositional clitics,,,,,1 SOV,
wmn,wem,weme1239,Wéménugbé,6.666666667,2.5,Kwa,Niger-Congo,Africa,BJ,,,,,,,,,,,,,,,
wmu,wim,wikm1247,Wik Munkan,-13.91666667,141.75,Northern Pama-Nyungan,Pama-Nyungan,Australia,AU,2 Moderately low,1 No tones,2 Strongly suffixing,,,,,,1 Case suffixes,,,,,1 SOV,
wn,wig,wikn1245,Wik Ngathana,-13.91666667,141.5,Northern Pama-Nyungan,Pama-Nyungan,Australia,AU,,,,,,,,,1 Case suffixes,,,,,6 OSV,2 Final
wna,wan,wann1242,Wan,7.833333333,-5.866666667,Eastern Mande,Mande,Africa,CI,,,,,,,,,,,,,,1 SOV,
wnb,win,hoch1243,Winnebago,43.5,-88.5,Core Siouan,Siouan,North America,US,,,,,,,,,,,,,,,
wnt,wnc,want1252,Wantoat,-6.166666667,146.5,Finisterre-Huon,Trans-New Guinea,Papunesia,PG,2 Moderately low,1 No tones,,,,,,,,,,,,,
wob,wob,weno1238,Wobe,7.416666667,-7.333333333,Kru,Niger-Congo,Africa,CI,,,,,,,,,,,,,,,
wog,wog,woga1249,Wogamusin,-4.25,142.3333333,Upper Sepik,Sepik,Papunesia,PG,,,,,,,,,9 No case affixes or adpositional clitics,,,,,,
woi,woi,kama1365,Woisika,-8.25,124.8333333,Greater Alor,Timor-Alor-Pantar,Papunesia,ID,1 Low,1 No tones,,,,,,,,,,,,,
wol,woe,wole1240,Woleaian,7.333333333,143.8333333,Oceanic,Austronesian,Papunesia,FM,,,1 Little affixation,,,,,,9 No case affixes or adpositional clitics,,2 Possessive suffixes,,,2 SVO,6 No question particle
wom,,womo1238,Womo,-2.916666667,141.8333333,Serra Hills,Skou,Papunesia,PG,,,,,,,,,1 Case suffixes,,4 No possessive affixes,,,1 SOV,
wor,unp,woro1255,Worora,-15.66666667,124.6666667,Worrorran,Worrorran,Australia,AU,,,,,,,,,,,1 Possessive prefixes,2 No inflectional future,4 No perfect,,
wps,wap,wapi1253,Wapishana,2.666666667,-60,Wapishanan,Arawakan,South America,BR GY,3 Average,1 No tones,,,,,,,,,,,,,
wra,wba,wara1303,Warao,9.333333333,-61.66666667,Warao,Warao,South America,VR,2 Moderately low,1 No tones,3 Weakly suffixing,1 None,1 No gender,2 Plural suffix,1 No politeness distinction,5 5 cases,,"3 First, two, three",1 Possessive prefixes,2 No inflectional future,4 No perfect,,6 No question particle
wrb,,warr1257,Warrnambool,-38.25,142.5,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,AU,,,2 Strongly suffixing,,,,,,1 Case suffixes,,2 Possessive suffixes,,,,
wrd,wrr,ward1246,Wardaman,-15.5,131,Yangmanic,Yangmanic,Australia,AU,3 Average,1 No tones,4 Equal prefixing and suffixing,3 Three,3 Non-sex-based,2 Plural suffix,,7 8-9 cases,1 Case suffixes,1 None,,,,7 No dominant order,
wrg,wgy,warr1255,Warrgamay,-18.58333333,146.0833333,Northern Pama-Nyungan,Pama-Nyungan,Australia,AU,,,2 Strongly suffixing,,,,,,1 Case suffixes,,,,,7 No dominant order,6 No question particle
wrk,gae,guar1293,Warekena,1.5,-67.5,Inland Northern Arawakan,Arawakan,South America,VR CO BR,,,3 Weakly suffixing,,,2 Plural suffix,,,1 Case suffixes,,1 Possessive prefixes,,,2 SVO,6 No question particle
wrl,wbp,warl1254,Warlpiri,-20,132.3333333,Western Pama-Nyungan,Pama-Nyungan,Australia,AU,,,2 Strongly suffixing,,,2 Plural suffix,,,1 Case suffixes,,,,,7 No dominant order,3 Second position
wrm,wsa,ware1253,Warembori,-1.666666667,137.5833333,South Halmahera - West New Guinea,Austronesian,Papunesia,ID,,,,,,,,,,,,,,2 SVO,
wrn,wnd,wand1263,Warndarang,-14.41666667,135.5833333,Warndarang,Mangarrayi-Maran,Australia,AU,,,4 Equal prefixing and suffixing,,,1 Plural prefix,,,1 Case suffixes,,1 Possessive prefixes,,,2 SVO,6 No question particle
wrp,wrp,waro1242,Waropen,-2.333333333,136.5833333,South Halmahera - West New Guinea,Austronesian,Papunesia,ID,,,,,,,,,,,,,,,
wrs,wrs,wari1266,Waris,-3.166666667,141,Border,Border,Papunesia,PG ID,1 Low,,,,,,,,,,,,,,
wru,wrm,waru1265,Warumungu,-19.5,134.5,Western Pama-Nyungan,Pama-Nyungan,Australia,AU,,,,,,,,,,,,,,,
wrw,wwr,warr1258,Warrwa,-17.5,123.5,Nyulnyulan,Nyulnyulan,Australia,AU,,,5 Weakly prefixing,,,8 Plural clitic,,,8 Inpositional clitics,,1 Possessive prefixes,,,7 No dominant order,
wry,wrz,wara1290,Waray (in Australia),-13.16666667,131.25,Warayic,Gunwinyguan,Australia,AU,3 Average,1 No tones,,,,,,,6 Postpositional clitics,,,,,2 SVO,
wsk,wsk,wask1241,Waskia,-4.5,146,Madang,Trans-New Guinea,Papunesia,PG,,,2 Strongly suffixing,,,,,,9 No case affixes or adpositional clitics,,1 Possessive prefixes,,,1 SOV,
wth,,wath1238,Wathawurrung,-38,144,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,AU,,,,,,,,,1 Case suffixes,,2 Possessive suffixes,,,4 VOS,1 Initial
wtm,wax,wata1253,Watam,-3.916666667,144.5,Lower Ramu,Lower Sepik-Ramu,Papunesia,PG,,,,,,,,,,,,,,,6 No question particle
wuc,wuu,wuch1236,Wu (Changzhou),31.66666667,119.9166667,Chinese,Sino-Tibetan,Eurasia,CN,3 Average,3 Complex tone system,,,,,,,,,,,,,
wur,wau,waur1244,Waurá,-13,-53,Central Arawakan,Arawakan,South America,BR,,,,,,,,,,,,,,,
wwa,wwa,waam1244,Waama,10.58333333,1.666666667,Gur,Niger-Congo,Africa,BJ,,,,,,,,,,,,,,2 SVO,2 Final
wwr,,woiw1237,Woiwurrung,-37.5,145.5,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,AU,,,,,,,,,,,,,,,
wwy,war,wara1300,Waray-Waray,12,125,Greater Central Philippine,Austronesian,Papunesia,PH,,,,,,,,,,,,,,,
wya,wya,wyan1247,Wyandot,44.33333333,-77.5,Northern Iroquoian,Iroquoian,North America,CA,,,,,,,,,,,1 Possessive prefixes,,,7 No dominant order,
wyn,way,waya1269,Wayana,3.25,-54.16666667,Cariban,Cariban,South America,SR BR GF,,,,,,,,,,,,,,,
xam,xam,xamm1241,/Xam,-31,21,Tu,Tu,Africa,ZA,,,,,,,,,,,,,,2 SVO,
xar,ane,xara1244,Xârâcùù,-21.66666667,166,Oceanic,Austronesian,Papunesia,NC,,,1 Little affixation,,,7 Plural word,,,9 No case affixes or adpositional clitics,,2 Possessive suffixes,,,2 SVO,
xas,kao,xaas1235,Xasonga,14.25,-10.5,Western Mande,Mande,Africa,ML SN,,,1 Little affixation,,,2 Plural suffix,,,9 No case affixes or adpositional clitics,,,,,1 SOV,5 In either of two positions
xav,xav,xava1240,Xavánte,-15,-52.5,Ge-Kaingang,Macro-Ge,South America,BR,,,5 Weakly prefixing,,,9 No plural,,,9 No case affixes or adpositional clitics,,1 Possessive prefixes,,,,1 Initial
xbi,xbi,komb1272,Kombio,-3.5,142.75,Kombio-Arapesh,Torricelli,Papunesia,PG,,,1 Little affixation,,,7 Plural word,,,1 Case suffixes,,4 No possessive affixes,,,2 SVO,6 No question particle
xer,xer,xere1240,Xerénte,-10,-48.16666667,Ge-Kaingang,Macro-Ge,South America,BR,,,,,,,,,,,1 Possessive prefixes,,,1 SOV,
xho,xho,xhos1239,Xhosa,-32,27,Bantoid,Niger-Congo,Africa,ZA,,,6 Strong prefixing,,,1 Plural prefix,,,2 Case prefixes,,4 No possessive affixes,,,2 SVO,
xia,nan,minn1241,Xiamen,24.5,118.1666667,Chinese,Sino-Tibetan,Eurasia,CN,3 Average,3 Complex tone system,,,,,,,,,,,,,
xns,xns,kana1283,Kanashi,32.08333333,77.25,Bodic,Sino-Tibetan,Eurasia,IN,,,,,,,,,,,,,,1 SOV,
xok,xok,xokl1240,Xokleng,-24.5,-50,Ge-Kaingang,Macro-Ge,South America,BR,,,,,,,,,,,,,,,
